File,Diagnosis
/Users/patrick/Projects/Teralynk_Old/frontend/index.html,"```html
<!DOCTYPE html>
<html lang=""en"">
  <head>
    <!-- ✅ Standard Meta Tags -->
    <meta charset=""UTF-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <meta name=""theme-color"" content=""#0d6efd"" media=""(prefers-color-scheme: light)"" />
    <meta name=""theme-color"" content=""#0a58ca"" media=""(prefers-color-scheme: dark)"" />
    <meta name=""description"" content=""Teralynk - Elevate teamwork with seamless cloud collaboration and AI-powered productivity."" />
    <meta name=""keywords"" content=""cloud storage, collaboration, AI productivity, file sharing, teamwork, remote work"" />
    <meta name=""author"" content=""Teralynk Team"" />
    <meta name=""robots"" content=""index, follow"" />
    <meta name=""application-name"" content=""Teralynk"" />
    <meta name=""color-scheme"" content=""light dark"" />

    <!-- ⚠️ CSP should be more restrictive in production -->
    <meta http-equiv=""Content-Security-Policy"" content=""default-src 'self'; script-src 'self' 'unsafe-inline' 'unsafe-eval'; connect-src 'self' ws: wss:; img-src 'self' data: blob:; frame-src 'self'; style-src 'self' 'unsafe-inline';"" />

    <!-- ✅ Open Graph (Social Sharing) -->
    <meta property=""og:title"" content=""Teralynk - The Future of Collaborative Cloud Storage"" />
    <meta property=""og:description"" content=""Elevate teamwork with seamless cloud collaboration and AI-powered productivity."" />
    <meta property=""og:image"" content=""https://teralynk.com/social-preview.png"" />
    <meta property=""og:url"" content=""https://teralynk.com"" />
    <meta property=""og:type"" content=""website"" />
    <meta property=""og:site_name"" content=""Teralynk"" />

    <!-- ✅ Twitter Card -->
    <meta name=""twitter:card"" content=""summary_large_image"" />
    <meta name=""twitter:title"" content=""Teralynk - The Future of Collaborative Cloud Storage"" />
    <meta name=""twitter:description"" content=""Elevate teamwork with seamless cloud collaboration and AI-powered productivity."" />
    <meta name=""twitter:image"" content=""https://teralynk.com/social-preview.png"" />
    <meta name=""twitter:site"" content=""@Teralynk"" />

    <!-- ✅ PWA & Icons -->
    <link rel=""icon"" href=""/favicon.ico"" sizes=""any"" />
    <link rel=""icon"" href=""/favicon.svg"" type=""image/svg+xml"" />
    <link rel=""apple-touch-icon"" sizes=""180x180"" href=""/apple-touch-icon.png"" />
    <link rel=""manifest"" href=""/manifest.json"" />

    <!-- ✅ Preload Fonts -->
    <!-- Removed Google Fonts -->

    <!-- ✅ Critical CSS -->
    <style>
      html {
        background-color: #ffffff;
        color: #1a1a1a;
      }
      @media (prefers-color-scheme: dark) {
        html {
          background-color: #1a1a1a;
          color: #ffffff;
        }
      }
      #root, #portal-root {
        height: 100%;
        width: 100%;
      }
      .initial-loading {
        height: 100vh;
        display: flex;
        justify-content: center;
        align-items: center;
        background-color: inherit;
        color: inherit;
      }
    </st"
/Users/patrick/Projects/Teralynk_Old/frontend/jsconfig.json,"The provided `tsconfig.json` file appears to be a TypeScript configuration file. However, there are a few issues and improvements that can be made to ensure better project structure and compatibility, especially in a complex project like Teralynk. Here's an improved version of the file:

```json
{
  ""compilerOptions"": {
    ""target"": ""ESNext"", // Use the latest ECMAScript version for better performance and features
    ""module"": ""ESNext"", // Use ESNext module system for compatibility with modern tools like Vite
    ""baseUrl"": ""src"",
    ""paths"": {
      ""*"": [""*""]
    },
    ""jsx"": ""react-jsx"", // Use the modern JSX transform for React
    ""strict"": true, // Enable all strict type-checking options
    ""esModuleInterop"": true, // Enables emit interoperability between CommonJS and ES Modules
    ""skipLibCheck"": true, // Skip type checking of all declaration files for faster builds
    ""forceConsistentCasingInFileNames"": true, // Disallow inconsistently-cased references to the same file
    ""resolveJsonModule"": true, // Allows importing JSON files
    ""allowSyntheticDefaultImports"": true, // Allow default imports from modules with no default export
    ""moduleResolution"": ""node"", // Use Node.js module resolution strategy
    ""isolatedModules"": true, // Ensure each file can be safely transpiled without relying on other imports
    ""noEmit"": true // Do not emit outputs, useful when using a bundler like Vite
  },
  ""include"": [""src""], // Include all source files in the src directory
  ""exclude"": [""node_modules"", ""dist""] // Exclude node_modules and dist directories
}
```

### Key Improvements:
1. **Target and Module**: Set to `ESNext` for both `target` and `module` to leverage the latest JavaScript features and ensure compatibility with modern tools like Vite.
2. **JSX**: Use `react-jsx` for the modern JSX transform, which is more efficient and requires less configuration.
3. **Strict Mode**: Enabling `strict` mode ensures better type safety and helps catch potential bugs early.
4. **Module Resolution**: Use `node` for module resolution to align with Node.js and modern JavaScript practices.
5. **No Emit**: Since you're likely using a bundler like Vite, there's no need to emit compiled files from TypeScript.

### Recommendations:
- **Dependencies**: Ensure all necessary TypeScript types are installed, such as `@types/react`, `@types/react-dom`, etc.
- **Future-proofing**: Regularly update TypeScript and related dependencies to benefit from the latest features and improvements.

This configuration should help in resolving some of the issues related to module resolution and compatibility, especially when working with a modern frontend stack."
/Users/patrick/Projects/Teralynk_Old/frontend/package.json,"Based on the provided `package.json` file, I will perform a static analysis and suggest improvements to address potential issues. Here's a detailed breakdown of the issues and the proposed fixes:

### Issues Identified:

1. **Tailwind CSS and PostCSS Configuration**:
   - The `@tailwindcss/postcss` package is not a valid package. Tailwind CSS should be configured directly with PostCSS.
   - Ensure that `tailwindcss` and `postcss` versions are compatible.

2. **TypeScript and React Types**:
   - The `@types/react-router-dom` version is outdated and may not be compatible with the current `react-router-dom` version. Consider updating it to a compatible version.

3. **Dependencies and DevDependencies**:
   - Ensure that all dependencies are necessary and correctly categorized between `dependencies` and `devDependencies`.
   - The `styled-components` package is listed under `devDependencies`, which might be incorrect if used in production code.

4. **Node and NPM Engines**:
   - Ensure that the specified Node and NPM versions are compatible with all dependencies.

5. **PostCSS Plugins**:
   - Both `postcss-nested` and `postcss-nesting` are included. Typically, only one is needed. Choose the one that fits your use case.

6. **Security and Best Practices**:
   - Ensure all packages are up-to-date to avoid security vulnerabilities.

### Proposed Fixes:

```json
{
  ""name"": ""teralynk-frontend"",
  ""version"": ""1.0.0"",
  ""private"": true,
  ""type"": ""module"",
  ""engines"": {
    ""node"": "">=18.0.0"",
    ""npm"": "">=9.0.0""
  },
  ""scripts"": {
    ""dev"": ""vite"",
    ""start"": ""vite"",
    ""build"": ""vite build"",
    ""serve"": ""vite preview"",
    ""lint"": ""eslint . --ext js,jsx,ts,tsx"",
    ""prepare"": ""husky install""
  },
  ""dependencies"": {
    ""@aws-sdk/client-cognito-identity-provider"": ""3.540.0"",
    ""@aws-sdk/client-s3"": ""3.540.0"",
    ""@aws-sdk/client-secrets-manager"": ""3.540.0"",
    ""@sentry/react"": ""7.108.0"",
    ""@shadcn/ui"": ""0.0.4"",
    ""amazon-cognito-identity-js"": ""6.2.0"",
    ""axios"": ""1.6.2"",
    ""chart.js"": ""4.4.0"",
    ""clsx"": ""2.0.0"",
    ""crypto-js"": ""4.1.1"",
    ""lucide-react"": ""0.264.0"",
    ""react"": ""18.2.0"",
    ""react-chartjs-2"": ""5.2.0"",
    ""react-dom"": ""18.2.0"",
    ""react-dropzone"": ""14.2.3"",
    ""react-google-recaptcha"": ""2.1.0"",
    ""react-helmet-async"": ""1.3.0"",
    ""react-icons"": ""4.11.0"",
    ""react-router-dom"": ""6.20.1"",
    ""react-toastify"": ""9.1.3"",
    ""redux"": ""4.2.1"",
    ""redux-thunk"": ""2.4.2"",
    ""styled-components"": ""6.1.8""
  },
  ""devDependencies"": {
    ""@emotion/babel-plugin"": ""11.11.0"",
    ""@emotion/react"": ""11.11.1"",
    ""@testing-library/jest-dom"": ""6.1.4"",
    ""@testing-library/react"": ""14.0.0"",
    ""@types/react"": ""18.2.41"",
    ""@types/react-dom"": ""18.2.18"",
    ""@types/react-router-dom"": ""6.20.1"", // Updated to match react-router-dom
    ""@vitejs/plugin-react"": ""4.2.1"",
    ""autoprefixer"": ""^10.4.16"",
    ""buffer"": ""6.0.3"",
    ""eslint"": ""8.57.0"",
    ""eslint-plugin-react"": ""7.33.2"",
    ""eslint-plugin-react-hooks"": ""4"
/Users/patrick/Projects/Teralynk_Old/frontend/tsconfig.json,"The provided `tsconfig.json` file is mostly well-configured, but let's analyze it for potential improvements and issues:

### Analysis and Improvements:

1. **`jsx` and `jsxImportSource`:** 
   - The `jsx` option is set to `react-jsx`, which is appropriate for projects using React 17+ with the new JSX transform.
   - `jsxImportSource` is correctly set to `react`, which is necessary for the new JSX transform.

2. **`moduleResolution`:**
   - The `moduleResolution` is set to `bundler`. This is a non-standard value and should be set to `node` or `classic`. For modern projects, `node` is recommended.

3. **`strict`:**
   - The `strict` option is enabled, which is good for catching potential issues early.

4. **`esModuleInterop`:**
   - This is set to `true`, which is necessary for compatibility with CommonJS modules.

5. **`skipLibCheck`:**
   - This is set to `true` to speed up the build process by skipping type checking of all declaration files. This is fine for large projects but can hide some issues.

6. **`allowJs`:**
   - This is set to `true`, allowing JavaScript files to be compiled. This is useful if the project includes JavaScript files.

7. **`resolveJsonModule`:**
   - This is set to `true`, allowing JSON files to be imported, which is often necessary.

8. **`isolatedModules`:**
   - This is set to `true`, which is required for projects using Babel or other transpilers that compile each file independently.

9. **`noEmit`:**
   - This is set to `true`, which prevents the compiler from emitting output files. This is common in projects where TypeScript is used for type checking only.

10. **`baseUrl` and `paths`:**
    - These are configured correctly for module resolution and aliasing.

11. **`references`:**
    - The `references` field is used for project references, which is useful for monorepos or multi-project setups.

### Proposed Fixes:

- **Change `moduleResolution` to `node`:** This is the standard and recommended setting for most Node.js and frontend projects.

Here is the improved `tsconfig.json`:

```json
{
  ""compilerOptions"": {
    ""jsx"": ""react-jsx"",
    ""jsxImportSource"": ""react"",
    ""target"": ""ESNext"",
    ""module"": ""ESNext"",
    ""moduleResolution"": ""node"",  // Changed from 'bundler' to 'node'
    ""strict"": true,
    ""esModuleInterop"": true,
    ""skipLibCheck"": true,
    ""forceConsistentCasingInFileNames"": true,
    ""allowJs"": true,
    ""resolveJsonModule"": true,
    ""isolatedModules"": true,
    ""noEmit"": true,
    ""baseUrl"": ""."",
    ""paths"": {
      ""@/*"": [""./src/*""]
    }
  },
  ""include"": [""src""],
  ""references"": [{ ""path"": ""./tsconfig.node.json"" }]
}
```

### Recommendations for Future-Proofing:

- **Regularly Update Dependencies:** Ensure all dependencies are up-to-date to avoid compatibility issues.
- **Enable More Strict Type Checking:** Consider enabling more strict options like `noImplicitAny`, `strictNullChecks`, etc., for better type safety.
- **Monitor TypeScript Releases:** Stay informed about new TypeScript "
/Users/patrick/Projects/Teralynk_Old/frontend/tsconfig.node.json,"```json
{
  ""compilerOptions"": {
    ""composite"": true,
    ""skipLibCheck"": true,
    ""module"": ""ESNext"",
    ""moduleResolution"": ""node"", // Changed from ""bundler"" to ""node"" for better compatibility
    ""allowSyntheticDefaultImports"": true,
    ""target"": ""ESNext"", // Added target to specify the ECMAScript target version
    ""lib"": [""DOM"", ""DOM.Iterable"", ""ESNext""], // Added lib to include necessary libraries for a frontend project
    ""jsx"": ""react-jsx"" // Added jsx to support React JSX syntax
  },
  ""include"": [""vite.config.ts""],
  ""exclude"": [""node_modules"", ""dist""] // Added exclude to prevent unnecessary compilation
}
```

### Changes Made:
1. **Module Resolution**: Changed from `""bundler""` to `""node""` for better compatibility with Node.js environments, which is more common in React projects.
2. **Target**: Added `""target"": ""ESNext""` to specify the ECMAScript version to compile to, ensuring compatibility with modern JavaScript features.
3. **Lib**: Added `""lib"": [""DOM"", ""DOM.Iterable"", ""ESNext""]` to include necessary libraries for a frontend project, ensuring compatibility with DOM and iterable operations.
4. **JSX**: Added `""jsx"": ""react-jsx""` to support React JSX syntax, which is essential for React projects.
5. **Exclude**: Added `""exclude"": [""node_modules"", ""dist""]` to prevent unnecessary compilation of these directories, optimizing build performance.

These changes aim to improve compatibility, performance, and maintainability of the TypeScript configuration in a React project using Vite."
/Users/patrick/Projects/Teralynk_Old/frontend/vite.config.js,"```javascript
import { defineConfig, loadEnv } from ""vite"";
import react from ""@vitejs/plugin-react"";
import path from ""path"";

export default defineConfig(({ mode }) => {
  const env = loadEnv(mode, process.cwd(), """");

  // Core Environment Variables
  const DEV_PORT = parseInt(env.VITE_DEV_PORT || '5173', 10);
  const API_URL = env.VITE_API_URL || 'http://localhost:5001';
  const WS_HOST = env.VITE_WS_HOST || '127.0.0.1';
  const isDev = mode === 'development';

  return {
    base: '/',
    mode: mode,

    plugins: [
      react({
        jsxRuntime: 'automatic',
        babel: {
          plugins: ['@emotion/babel-plugin']
        },
        fastRefresh: true,
      })
    ],

    resolve: {
      alias: {
        '@': path.resolve(__dirname, './src'),
        'process': 'process/browser',
        'buffer': 'buffer/',
        'stream': 'stream-browserify',
      },
      extensions: ['.js', '.jsx', '.ts', '.tsx', '.json']
    },

    define: {
      global: {},
      'process.env': {
        ...Object.fromEntries(
          Object.entries(env).filter(([key]) => key.startsWith('VITE_'))
        ),
        NODE_ENV: JSON.stringify(mode)
      }
    },

    server: {
      host: WS_HOST,
      port: DEV_PORT,
      strictPort: true,
      open: !process.env.CI,

      cors: {
        origin: ""*"",
        methods: ""GET,HEAD,PUT,PATCH,POST,DELETE"",
        preflightContinue: false,
        optionsSuccessStatus: 204,
        credentials: true,
        allowedHeaders: ""*""
      },

      hmr: {
        host: WS_HOST,
        port: DEV_PORT,
        protocol: 'ws',
        clientPort: DEV_PORT,
        overlay: false
      },

      watch: {
        usePolling: true,
        interval: 100
      },

      headers: {
        'Access-Control-Allow-Origin': '*',
        'Access-Control-Allow-Methods': '*',
        'Access-Control-Allow-Headers': '*',
        'Cross-Origin-Opener-Policy': 'same-origin',
        'Cross-Origin-Embedder-Policy': 'require-corp',
        // Updated CSP to be more secure
        'Content-Security-Policy': ""default-src 'self'; style-src 'self' 'unsafe-inline' fonts.googleapis.com; font-src 'self' fonts.gstatic.com; script-src 'self' 'unsafe-inline' 'unsafe-eval'; connect-src * ws: wss: blob: data: 'unsafe-inline'; img-src * data: blob: 'unsafe-inline'; frame-src *;""
      },

      proxy: {
        '/api': {
          target: API_URL,
          changeOrigin: true,
          secure: false,
          ws: true,
          rewrite: (path) => path.replace(/^\/api/, '')
        }
      },

      setupMiddleware: (middleware, server) => {
        console.log('🔧 Setting up WebSocket mock server for development');
        
        // Setup WebSocket server
        server.ws.on('connection', (socket) => {
          console.log('✅ Mock WebSocket connection established');
          
          // Handle incoming messages
          socket.on('message', (data) => {
            try {
              const message = JSON.parse(data);
            "
/Users/patrick/Projects/Teralynk_Old/frontend/public/manifest.json,"The file you provided is a `manifest.json` file, which is used in web applications to provide metadata about the app. This file appears to be correctly formatted, but let's ensure it adheres to best practices and is optimized for your project. Here are some improvements and checks:

1. **Start URL**: Ensure the `start_url` is correctly set to the root of your application. If your app is served from a subdirectory, adjust this accordingly.

2. **Icons**: Verify that the icon files (`favicon.ico`, `logo192.png`, `logo512.png`) exist in the specified paths and are correctly sized. Consider adding more sizes for better cross-device compatibility.

3. **Theme and Background Colors**: Ensure these colors match your application's branding.

4. **Scope**: Consider adding a `scope` property to define the navigation scope of the application.

5. **Description**: Adding a `description` can improve the app's metadata.

6. **Lang**: Specify the default language of the application.

Here's an improved version of the `manifest.json` with additional properties:

```json
{
  ""short_name"": ""React App"",
  ""name"": ""Create React App Sample"",
  ""description"": ""A sample React application created with Create React App."",
  ""icons"": [
    {
      ""src"": ""favicon.ico"",
      ""sizes"": ""64x64 32x32 24x24 16x16"",
      ""type"": ""image/x-icon""
    },
    {
      ""src"": ""logo192.png"",
      ""type"": ""image/png"",
      ""sizes"": ""192x192""
    },
    {
      ""src"": ""logo512.png"",
      ""type"": ""image/png"",
      ""sizes"": ""512x512""
    }
  ],
  ""start_url"": ""/"",
  ""display"": ""standalone"",
  ""theme_color"": ""#000000"",
  ""background_color"": ""#ffffff"",
  ""scope"": ""/"",
  ""lang"": ""en""
}
```

### Additional Recommendations:

- **Verify Icon Paths**: Ensure the paths to the icons are correct and the files are accessible.
- **Cross-Browser Testing**: Test the manifest across different browsers to ensure compatibility.
- **Progressive Web App (PWA) Compliance**: If this is a PWA, ensure all required properties are present and the service worker is correctly configured.
- **Security**: Ensure your application is served over HTTPS to fully utilize PWA features.

By implementing these changes, your `manifest.json` will be more robust and aligned with best practices."
/Users/patrick/Projects/Teralynk_Old/frontend/scripts/debugLoginWithAI.js,"```javascript
// File: /Users/patrick/Projects/Teralynk/frontend/scripts/debugLoginWithAI.js

import fs from 'fs';
import path from 'path';
import fetch from 'node-fetch';
import { fileURLToPath } from 'url';

const __filename = fileURLToPath(import.meta.url);
const __dirname = path.dirname(__filename);
const FRONTEND_PATH = path.join(__dirname, '..'); // /frontend/
const API_KEY = 'b15ab920ef4c41709fbfdcb058e74075';
const API_URL = 'https://api.aimlapi.com/v1/chat/completions';
const MAX_TOKENS = 7900;

const getAllRelevantFiles = (dir) => {
  let results = [];
  const entries = fs.readdirSync(dir, { withFileTypes: true });

  for (const entry of entries) {
    const fullPath = path.join(dir, entry.name);
    if (entry.isDirectory()) {
      results = results.concat(getAllRelevantFiles(fullPath));
    } else if (
      entry.name.match(/(login|auth|token|session|context)/i) &&
      entry.name.match(/\.(js|jsx)$/)
    ) {
      results.push(fullPath);
    }
  }
  return results;
};

const readFiles = (files) =>
  files.map((file) => ({
    name: path.relative(FRONTEND_PATH, file),
    content: fs.readFileSync(file, 'utf-8'),
  }));

const estimateTokens = (text) => Math.ceil(text.length / 4);

const chunkByTokenLimit = (files) => {
  const chunks = [];
  let current = [];
  let totalTokens = 0;

  for (const file of files) {
    const fileTokens = estimateTokens(file.content);
    if (totalTokens + fileTokens > MAX_TOKENS) {
      chunks.push(current);
      current = [];
      totalTokens = 0;
    }
    current.push(file);
    totalTokens += fileTokens;
  }

  if (current.length) chunks.push(current);
  return chunks;
};

const createPrompt = (chunk) => {
  const fileDump = chunk
    .map(
      (f) =>
        `// File: ${f.name}\n${f.content}`
    )
    .join('\n\n/* --- */\n\n');

  return [
    {
      role: 'system',
      content:
        'You are an expert React and authentication debugger. Identify login failures, token issues, and redirect logic errors. Be precise.',
    },
    {
      role: 'user',
      content:
        `I am debugging why clicking the login button doesn't redirect to the dashboard in my React app. Here are the related files:\n\n${fileDump}`,
    },
  ];
};

const sendToAI = async (messages) => {
  try {
    const response = await fetch(API_URL, {
      method: 'POST',
      headers: {
        Authorization: `Bearer ${API_KEY}`,
        'Content-Type': 'application/json',
      },
      body: JSON.stringify({
        model: 'gpt-4',
        messages,
      }),
    });

    const result = await response.json();
    if (!response.ok) {
      console.error('❌ API Error:', JSON.stringify(result, null, 2));
      return;
    }

    const reply = result.choices?.[0]?.message?.content || '[No response]';
    console.log('\n🧠 AI Debug Suggestion:\n');
    console.log(reply);
  } catch (error) {
    console.error('❌ Fetch Error:', error.message);
  }
};

(async () => {
  console.log('🔍 Scanning frontend directory for auth-rela"
/Users/patrick/Projects/Teralynk_Old/frontend/.vite/deps/@emotion_react.js,"```javascript
import {
  CacheProvider,
  Emotion$1,
  ThemeContext,
  ThemeProvider,
  __unsafe_useEmotionCache,
  createEmotionProps,
  getRegisteredStyles,
  hasOwnProperty,
  insertStyles,
  isBrowser,
  registerStyles,
  require_hoist_non_react_statics_cjs,
  serializeStyles,
  useInsertionEffectAlwaysWithSyncFallback,
  useInsertionEffectWithLayoutFallback,
  useTheme,
  withEmotionCache,
  withTheme
} from ""./chunk-ACWNJTZF.js"";
import ""./chunk-DSUTBUCJ.js"";
import {
  require_react
} from ""./chunk-UPB6Y4P2.js"";
import {
  __toESM
} from ""./chunk-3EJPJMEH.js"";

// node_modules/@emotion/react/dist/emotion-react.browser.esm.js
var React = __toESM(require_react());
var import_hoist_non_react_statics = __toESM(require_hoist_non_react_statics_cjs());
var pkg = {
  name: ""@emotion/react"",
  version: ""11.11.1"",
  main: ""dist/emotion-react.cjs.js"",
  module: ""dist/emotion-react.esm.js"",
  browser: {
    ""./dist/emotion-react.esm.js"": ""./dist/emotion-react.browser.esm.js""
  },
  exports: {
    ""."": {
      module: {
        worker: ""./dist/emotion-react.worker.esm.js"",
        browser: ""./dist/emotion-react.browser.esm.js"",
        ""default"": ""./dist/emotion-react.esm.js""
      },
      ""import"": ""./dist/emotion-react.cjs.mjs"",
      ""default"": ""./dist/emotion-react.cjs.js""
    },
    ""./jsx-runtime"": {
      module: {
        worker: ""./jsx-runtime/dist/emotion-react-jsx-runtime.worker.esm.js"",
        browser: ""./jsx-runtime/dist/emotion-react-jsx-runtime.browser.esm.js"",
        ""default"": ""./jsx-runtime/dist/emotion-react-jsx-runtime.esm.js""
      },
      ""import"": ""./jsx-runtime/dist/emotion-react-jsx-runtime.cjs.mjs"",
      ""default"": ""./jsx-runtime/dist/emotion-react-jsx-runtime.cjs.js""
    },
    ""./_isolated-hnrs"": {
      module: {
        worker: ""./_isolated-hnrs/dist/emotion-react-_isolated-hnrs.worker.esm.js"",
        browser: ""./_isolated-hnrs/dist/emotion-react-_isolated-hnrs.browser.esm.js"",
        ""default"": ""./_isolated-hnrs/dist/emotion-react-_isolated-hnrs.esm.js""
      },
      ""import"": ""./_isolated-hnrs/dist/emotion-react-_isolated-hnrs.cjs.mjs"",
      ""default"": ""./_isolated-hnrs/dist/emotion-react-_isolated-hnrs.cjs.js""
    },
    ""./jsx-dev-runtime"": {
      module: {
        worker: ""./jsx-dev-runtime/dist/emotion-react-jsx-dev-runtime.worker.esm.js"",
        browser: ""./jsx-dev-runtime/dist/emotion-react-jsx-dev-runtime.browser.esm.js"",
        ""default"": ""./jsx-dev-runtime/dist/emotion-react-jsx-dev-runtime.esm.js""
      },
      ""import"": ""./jsx-dev-runtime/dist/emotion-react-jsx-dev-runtime.cjs.mjs"",
      ""default"": ""./jsx-dev-runtime/dist/emotion-react-jsx-dev-runtime.cjs.js""
    },
    ""./package.json"": ""./package.json"",
    ""./types/css-prop"": ""./types/css-prop.d.ts"",
    ""./macro"": {
      types: {
        ""import"": ""./macro.d.mts"",
        ""default"": ""./macro.d.ts""
      },
      ""default"": ""./macro.js""
    }
  },
  types: ""types/index.d.ts"",
  files: [
    ""src"",
    ""dist"",
    ""jsx-runtime"",
    ""jsx-dev-r"
/Users/patrick/Projects/Teralynk_Old/frontend/.vite/deps/@emotion_react_jsx-dev-runtime.js,"```javascript
import {
  Emotion$1,
  createEmotionProps,
  hasOwnProperty,
  require_hoist_non_react_statics_cjs
} from ""./chunk-ACWNJTZF.js"";
import ""./chunk-DSUTBUCJ.js"";
import {
  require_react
} from ""./chunk-UPB6Y4P2.js"";
import {
  __commonJS,
  __toESM
} from ""./chunk-3EJPJMEH.js"";

// node_modules/react/cjs/react-jsx-dev-runtime.development.js
var require_react_jsx_dev_runtime_development = __commonJS({
  ""node_modules/react/cjs/react-jsx-dev-runtime.development.js""(exports) {
    ""use strict"";
    if (process.env.NODE_ENV !== ""production"") {
      (function() {
        ""use strict"";
        var React = require_react();
        var REACT_ELEMENT_TYPE = Symbol.for(""react.element"");
        var REACT_PORTAL_TYPE = Symbol.for(""react.portal"");
        var REACT_FRAGMENT_TYPE = Symbol.for(""react.fragment"");
        var REACT_STRICT_MODE_TYPE = Symbol.for(""react.strict_mode"");
        var REACT_PROFILER_TYPE = Symbol.for(""react.profiler"");
        var REACT_PROVIDER_TYPE = Symbol.for(""react.provider"");
        var REACT_CONTEXT_TYPE = Symbol.for(""react.context"");
        var REACT_FORWARD_REF_TYPE = Symbol.for(""react.forward_ref"");
        var REACT_SUSPENSE_TYPE = Symbol.for(""react.suspense"");
        var REACT_SUSPENSE_LIST_TYPE = Symbol.for(""react.suspense_list"");
        var REACT_MEMO_TYPE = Symbol.for(""react.memo"");
        var REACT_LAZY_TYPE = Symbol.for(""react.lazy"");
        var REACT_OFFSCREEN_TYPE = Symbol.for(""react.offscreen"");
        var MAYBE_ITERATOR_SYMBOL = Symbol.iterator;
        var FAUX_ITERATOR_SYMBOL = ""@@iterator"";
        
        function getIteratorFn(maybeIterable) {
          if (maybeIterable === null || typeof maybeIterable !== ""object"") {
            return null;
          }
          var maybeIterator = MAYBE_ITERATOR_SYMBOL && maybeIterable[MAYBE_ITERATOR_SYMBOL] || maybeIterable[FAUX_ITERATOR_SYMBOL];
          if (typeof maybeIterator === ""function"") {
            return maybeIterator;
          }
          return null;
        }
        
        var ReactSharedInternals = React.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED;
        
        function error(format) {
          if (process.env.NODE_ENV !== ""production"") {
            for (var _len2 = arguments.length, args = new Array(_len2 > 1 ? _len2 - 1 : 0), _key2 = 1; _key2 < _len2; _key2++) {
              args[_key2 - 1] = arguments[_key2];
            }
            printWarning(""error"", format, args);
          }
        }
        
        function printWarning(level, format, args) {
          if (process.env.NODE_ENV !== ""production"") {
            var ReactDebugCurrentFrame2 = ReactSharedInternals.ReactDebugCurrentFrame;
            var stack = ReactDebugCurrentFrame2.getStackAddendum();
            if (stack !== """") {
              format += ""%s"";
              args = args.concat([stack]);
            }
            var argsWithFormat = args.map(function(item) {
              return String(item);
            });
            argsWithFormat.un"
/Users/patrick/Projects/Teralynk_Old/frontend/.vite/deps/@emotion_react_jsx-runtime.js,"```javascript
import {
  Emotion$1,
  createEmotionProps,
  hasOwnProperty,
  require_hoist_non_react_statics_cjs
} from ""./chunk-ACWNJTZF.js"";
import ""./chunk-DSUTBUCJ.js"";
import {
  require_react
} from ""./chunk-UPB6Y4P2.js"";
import {
  __commonJS,
  __toESM
} from ""./chunk-3EJPJMEH.js"";

// node_modules/react/cjs/react-jsx-runtime.development.js
var require_react_jsx_runtime_development = __commonJS({
  ""node_modules/react/cjs/react-jsx-runtime.development.js""(exports) {
    ""use strict"";
    if (true) {
      (function() {
        ""use strict"";
        var React = require_react();
        var REACT_ELEMENT_TYPE = Symbol.for(""react.element"");
        var REACT_PORTAL_TYPE = Symbol.for(""react.portal"");
        var REACT_FRAGMENT_TYPE = Symbol.for(""react.fragment"");
        var REACT_STRICT_MODE_TYPE = Symbol.for(""react.strict_mode"");
        var REACT_PROFILER_TYPE = Symbol.for(""react.profiler"");
        var REACT_PROVIDER_TYPE = Symbol.for(""react.provider"");
        var REACT_CONTEXT_TYPE = Symbol.for(""react.context"");
        var REACT_FORWARD_REF_TYPE = Symbol.for(""react.forward_ref"");
        var REACT_SUSPENSE_TYPE = Symbol.for(""react.suspense"");
        var REACT_SUSPENSE_LIST_TYPE = Symbol.for(""react.suspense_list"");
        var REACT_MEMO_TYPE = Symbol.for(""react.memo"");
        var REACT_LAZY_TYPE = Symbol.for(""react.lazy"");
        var REACT_OFFSCREEN_TYPE = Symbol.for(""react.offscreen"");
        var MAYBE_ITERATOR_SYMBOL = Symbol.iterator;
        var FAUX_ITERATOR_SYMBOL = ""@@iterator"";
        
        function getIteratorFn(maybeIterable) {
          if (maybeIterable === null || typeof maybeIterable !== ""object"") {
            return null;
          }
          var maybeIterator = MAYBE_ITERATOR_SYMBOL && maybeIterable[MAYBE_ITERATOR_SYMBOL] || maybeIterable[FAUX_ITERATOR_SYMBOL];
          if (typeof maybeIterator === ""function"") {
            return maybeIterator;
          }
          return null;
        }
        
        var ReactSharedInternals = React.__SECRET_INTERNALS_DO_NOT_USE_OR_YOU_WILL_BE_FIRED;
        
        function error(format, ...args) {
          {
            printWarning(""error"", format, args);
          }
        }
        
        function printWarning(level, format, args) {
          {
            var ReactDebugCurrentFrame2 = ReactSharedInternals.ReactDebugCurrentFrame;
            var stack = ReactDebugCurrentFrame2.getStackAddendum();
            if (stack !== """") {
              format += ""%s"";
              args = args.concat([stack]);
            }
            var argsWithFormat = args.map(String);
            argsWithFormat.unshift(""Warning: "" + format);
            Function.prototype.apply.call(console[level], console, argsWithFormat);
          }
        }
      })();
    }
  }
});
```

### Analysis and Fixes:

1. **Unused Imports**: The imports `Emotion$1`, `createEmotionProps`, `hasOwnProperty`, and `require_hoist_non_react_statics_cjs` are not used in the provided code snippet. If they ar"
